date,part,variant,initial_soc_kwh,final_soc_kwh,baseline_plan_cost_yuan,upward_adjustment_cost_yuan,downward_cancellation_refund_yuan,settled_normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_plan_kwh,final_commitment_kwh,up_kwh,down_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,scenario_count_min
2025-02-14,q43,P1_bias2h,8104.54712596695,10800.0,16339.711522770442,248.40121809374293,0.0,16588.112740864184,0.0,16588.112740864184,39877.829941485295,40130.08603778508,252.2560962997818,0.0,0.0,3339.7912469469898,24013.607302850956,17025.11432867953,30
2025-02-15,q43,P1_bias2h,10800.0,10081.721658512955,15438.948467274538,0.0,64.09647643263328,15374.851990841906,0.0,15374.851990841906,35922.92715671565,35740.6286443993,0.0,182.29851231634586,0.0,3108.2904679069798,21045.776757003514,17693.529680511194,30
2025-02-16,q43,P1_bias2h,10081.721658512955,9319.30011232787,54088.50847082229,1456.0376339514091,396.6151023301135,55147.93100244359,2494.4632273069983,57642.394229750586,78222.27874327588,78103.78120800432,798.4809600572332,916.9784953288035,485.04964117023985,34.182926615048814,20333.93796908467,17156.66914652516,30
2025-02-17,q43,P1_bias2h,9319.30011232787,7839.388174093804,55493.98579280604,0.0,2473.287577281214,53020.698215524826,0.0,53020.698215524826,80399.03164581777,74103.65229417008,0.0,6295.379351647682,0.0,453.9641322986108,19988.135471660316,17522.310476455517,30
2025-02-18,q43,P1_bias2h,7839.388174093804,6861.956954745296,51171.3595141335,535.6212942423062,280.2952333017265,51426.68557507409,0.0,51426.68557507409,75468.36627753114,74997.03910939,295.70153662901623,767.0287047701516,0.0,205.69358109963434,18840.241275635253,16140.283530678218,30
2025-02-19,q43,P1_bias2h,6861.956954745296,6730.065157656681,52012.63169805237,1030.5542908742977,576.7070175998202,52466.47897132685,0.0,52466.47897132685,77218.13636979887,77040.3435005704,970.4805567602564,1148.2734259887366,0.0,20.85068633448543,22415.09499095963,18274.929560057055,30
2025-02-20,q43,P1_bias2h,6730.065157656681,6766.445017745728,52629.95723799411,285.57260847601833,847.4560689238758,52068.07377754625,0.0,52068.07377754625,77721.28659302331,76070.38630714233,221.85617201618464,1872.7564578971642,0.0,1107.1547409749855,20722.92609870463,16752.828265870612,30
2025-02-21,q43,P1_bias2h,6766.445017745728,10536.07820682992,16388.84303122831,0.0,60.05765221971677,16328.785379008592,0.0,16328.785379008592,39444.33143129408,39316.31980340895,0.0,128.01162788513187,0.0,5666.585344717553,24720.01344832785,16630.54102296978,30
2025-02-22,q43,P1_bias2h,10536.07820682992,10216.96191663544,14862.897096050225,363.8264399756006,19.69781463242948,15207.025721393396,0.0,15207.025721393396,34970.82237239345,35278.67695296377,373.9949622546279,66.14038168430768,0.0,3705.7950442350007,21133.28256089722,17405.16353550178,30
2025-02-23,q43,P1_bias2h,10216.96191663544,7074.956084854698,49941.33957510195,2069.6481467823187,1081.0823857477246,50929.905336136544,0.0,50929.905336136544,73208.69794097412,72240.23421714755,1775.6267410949217,2744.0904649214876,0.0,25.850086579262804,18475.45103072429,17792.920583489344,30
2025-02-24,q43,P1_bias2h,7074.956084854698,8284.286978411044,51416.05378838429,0.0,822.946958064074,50593.10683032022,0.0,50593.10683032022,77005.74382669832,74455.30337327125,0.0,2550.440453427063,0.0,784.5245772115621,23049.196711538523,17581.45153214549,30
2025-02-25,q43,P1_bias2h,8284.286978411044,8557.666906955665,50237.536677476644,454.27107214572516,1959.0332919686748,48732.77445765369,24.707258896789224,48757.48171655048,76410.92106520013,71361.2413998227,335.7999376589842,5385.479603036418,4.814352863754721,1024.797229856559,22494.17554634952,17974.24025685295,30
2025-02-26,q43,P1_bias2h,8557.666906955665,6923.753812716986,46697.041957385714,1576.680624612055,160.76576317651737,48112.95681882125,0.0,48112.95681882125,70380.49752715844,71646.3226597432,1518.2469136249701,252.42178104020826,0.0,167.12582677434654,21762.476760264937,19098.127960629412,30
2025-02-27,q43,P1_bias2h,6923.753812716986,9483.787377962855,47695.094103505,398.9224578364447,155.91113823419468,47938.10542310725,0.0,47938.10542310725,75095.08504490089,74965.40131412569,284.5973144460738,414.2810452212572,0.0,758.0509732533732,26035.45227447925,18784.686133606912,30
2025-02-28,q43,P1_bias2h,9483.787377962855,10456.328150339552,14295.17796801196,314.84264743784655,110.5782986619335,14499.442316787872,0.0,14499.442316787872,35281.03357455447,35297.44562131607,326.9160580638507,310.50401130225845,0.0,6915.99815269822,22176.66959725696,17087.815678639116,30
2025-03-01,q43,P1_bias2h,10456.328150339552,9971.4152454052,14375.115723642546,0.0,126.02785968376361,14249.087863958783,0.0,14249.087863958783,34832.132022374055,34493.03055041823,0.0,339.1014719558259,0.0,7241.079304225251,21208.45751210826,17615.272199248615,30
2025-03-02,q43,P1_bias2h,9971.4152454052,8397.628531471295,46016.80900267689,8206.873270122054,460.3273010855096,53763.35497171344,831.1572357642312,54594.51220747767,69665.76384263624,74773.82575697816,6239.250883368551,1131.1889690266153,143.21278976703184,142.85940776366772,20169.89534134412,17754.02326902925,30
2025-03-03,q43,P1_bias2h,8397.628531471295,6271.109511901502,50111.710610074704,1503.7944191251368,440.53880020218446,51174.966228997655,60.92325965647698,51235.88948865413,74775.25313331984,74556.1819061113,1001.2043702705463,1220.2755974790807,11.246678910185892,306.6099605625401,21881.784782833864,19638.112791708245,30
2025-03-04,q43,P1_bias2h,6271.109511901502,9595.489197909743,50771.21417567335,196.21096771702696,520.7272931707107,50446.697850219665,0.0,50446.697850219665,78017.69190098591,76876.60397189876,135.25423837110804,1276.3421674582582,0.0,0.0,24658.970111357958,16981.82407279253,30
2025-03-05,q43,P1_bias2h,9595.489197909743,9461.605729829116,49260.47753949737,0.0,1936.5405705346946,47323.93696896268,0.0,47323.93696896268,75645.69016595474,70671.63809913906,0.0,4974.052066815676,0.0,466.99150499147896,22077.20894080776,18003.03436332684,30
2025-03-06,q43,P1_bias2h,9461.605729829116,10455.561624331054,46861.19550664559,0.0,530.3914163829094,46330.80409026268,0.0,46330.80409026268,73136.04027584798,71821.89745800445,0.0,1314.1428178435394,0.0,389.2526323528753,24197.0020382447,18705.011345926465,30
2025-03-07,q43,P1_bias2h,10455.561624331054,10375.36707650318,13374.339898135797,52.09668564477356,136.19113256063633,13290.245451219935,0.0,13290.245451219935,33207.01668261582,32782.88453601121,43.09006274180945,467.22220934641405,0.0,8009.595554498976,20648.308111705235,16797.30466352633,30
2025-03-08,q43,P1_bias2h,10375.36707650318,10227.328078413151,12647.56298270261,449.0968250460081,0.8440303018726099,13095.815777446745,0.0,13095.815777446745,31467.493260300602,31924.087870886317,459.41934385838306,2.8247332726660304,0.0,8961.359426048308,21225.38961290722,17325.800684735877,30
2025-03-09,q43,P1_bias2h,10227.328078413151,8751.40034675982,43535.6046017272,3163.199137064862,1731.5310485272535,44967.27269026481,0.0,44967.27269026481,68383.33156817501,66272.04958513938,3049.316131952252,5160.598114987889,0.0,56.604063881720776,22159.239103924494,19277.318632666836,30
2025-03-10,q43,P1_bias2h,8751.40034675982,8165.282108735966,45731.81888168678,2832.964474312989,201.31572811796437,48363.4676278818,0.0,48363.4676278818,69353.74595746132,71857.12811285348,2827.610333852089,324.22817845993444,0.0,116.6805450582126,22241.48701061434,18543.110892819077,30
2025-03-11,q43,P1_bias2h,8165.282108735966,8974.483592520502,43601.05051616284,4004.9257996565884,1050.7745634263827,46555.20175239304,0.0,46555.20175239304,67874.01245493484,69664.76145148238,3872.138172023583,2081.389175476037,0.0,674.7752616640772,22751.505549538062,17700.43815971975,30
2025-03-12,q43,P1_bias2h,8974.483592520502,7336.118786367313,44066.38100178523,642.2269402799859,1515.6447169558369,43192.96322510938,0.0,43192.96322510938,68522.30658484262,64754.63606716199,530.2819950001686,4297.952512680784,0.0,82.77068920120598,19530.836948238593,17294.506253611133,30
2025-03-13,q43,P1_bias2h,7336.118786367313,8708.291148914732,46453.42786865829,2350.900155457064,459.1065750680569,48345.2214490473,0.0,48345.2214490473,72166.27692512202,73777.7442505655,2366.342467895882,754.875142452406,0.0,500.50286033089196,23666.674985659283,17935.051612091338,30
2025-03-14,q43,P1_bias2h,8708.291148914732,10800.0,13527.101842751272,429.94710743585574,80.9218062331625,13876.127143953965,0.0,13876.127143953965,34095.27823982843,34308.783495225274,447.8831543643196,234.3778989674737,0.0,12360.378287408192,21244.427676352665,15325.448451868917,30
2025-03-15,q43,P1_bias2h,10800.0,9892.460440843552,12515.405217119871,476.529004521788,61.71167498374988,12930.22254665791,0.0,12930.22254665791,30840.551991227763,31178.973403323576,516.2791981184301,177.85778602261672,0.0,6911.536458853454,21895.249461636475,18551.93766716635,30
2025-03-16,q43,P1_bias2h,9892.460440843552,9890.813805182224,43553.97087714658,2230.815227417853,648.3273026941712,45136.45880187026,0.0,45136.45880187026,68822.579652548,69128.34382576578,1914.9552800514223,1609.191106833624,0.0,1320.8089598115098,23462.999498506113,19006.511565885154,30
2025-03-17,q43,P1_bias2h,9890.813805182224,7610.626959434791,40739.060791285345,1733.9993901218008,2246.6978592326955,40226.36232217446,0.0,40226.36232217446,65033.824716073555,59553.92096742632,1889.418327777916,7369.322076425152,0.0,131.15161331663637,19035.821483942324,17471.183563165978,30
2025-03-18,q43,P1_bias2h,7610.626959434791,9513.965326190515,45049.973397467926,777.5616323328057,1561.4955683254313,44266.0394614753,0.0,44266.0394614753,72052.09835934114,68385.14913810158,655.5791956170655,4322.528416856614,0.0,1004.3085062548867,23904.61965842045,17649.737393240423,30
2025-03-19,q43,P1_bias2h,9513.965326190515,7446.020464213,38278.02905373182,3120.481647010343,324.1091857754421,41074.40151496672,0.0,41074.40151496672,61042.50372707002,63120.3442704769,2718.3929934426906,640.5524500358248,0.0,1648.131807795645,20357.328360321128,18350.586347639877,30
2025-03-20,q43,P1_bias2h,7446.020464213,7798.361604791204,41966.725676707734,1813.3497775379478,685.6969327943766,43094.37852145131,2335.867343862427,45430.24586531374,66596.53520131661,66372.4420926914,1828.4754613729124,2052.5685699981195,433.77375870009496,141.73546040273823,21781.11340948273,17325.594835160624,30
2025-03-21,q43,P1_bias2h,7798.361604791204,10532.948903605875,13366.34875729828,97.36545908913814,216.63660335840396,13247.077613029014,0.0,13247.077613029014,34282.64105215756,33763.48967694604,101.01275792852176,620.1641331400461,0.0,14513.486353531134,25028.47493586863,17811.936129120393,30
2025-03-22,q43,P1_bias2h,10532.948903605875,10343.422367016745,12439.059027741958,164.8665549732459,71.35034916693192,12532.575233548272,0.0,12532.575233548272,30774.98188795332,30757.892375143983,165.01514542713787,182.10465823647604,0.0,11111.12010479011,20716.56010500399,16950.98756798345,30
2025-03-23,q43,P1_bias2h,10343.422367016745,8594.357483703196,40169.83307741148,35.850178831026945,838.2124962859543,39367.47075995655,0.0,39367.47075995655,64681.98679167535,61994.6257426494,42.66668802863467,2730.0277370545864,0.0,1057.7476471840748,19691.138809372853,17523.980830574197,30
2025-03-24,q43,P1_bias2h,8594.357483703196,9417.92086458102,40742.32301941428,1556.7782953848548,848.3314843485125,41450.76983045063,0.0,41450.76983045063,66285.31226934094,64804.87505661296,1394.325590734445,2874.7628034624454,0.0,1657.5129459717828,23198.199918514758,18049.334891206923,30
2025-03-25,q43,P1_bias2h,9417.92086458102,7746.69203866049,41510.84346309632,520.1030257337427,1133.9187684580552,40897.027720372,0.0,40897.027720372,66376.8851420683,63303.46474697538,422.4864910671064,3495.906886160036,0.0,98.52890689109718,19783.77403550579,17528.962912088162,30
2025-03-26,q43,P1_bias2h,7746.69203866049,9743.814338190457,40626.50866602574,0.0,1027.9069882333956,39598.60167779234,0.0,39598.60167779234,66568.07269047825,62951.892336207704,0.0,3616.180354270553,0.0,1000.7655758300829,24006.11486386314,17647.542970152175,30
2025-03-27,q43,P1_bias2h,9743.814338190457,8565.48263918949,39496.34290413716,1590.6279891178506,1145.2961215101639,39941.674771744845,61.02918805917628,40002.70395980402,64134.04928647973,62375.50046971591,1348.447305877698,3106.9961226415226,15.658547289076658,792.466576042412,20748.429316123395,17866.72627516082,30
2025-03-28,q43,P1_bias2h,8565.48263918949,10800.0,12654.989669068102,48.64549084656758,73.99079586969208,12629.644364044978,0.0,12629.644364044978,32601.737247475074,32458.756537972324,47.06205734667674,190.04276684943113,0.0,15353.67044803785,22484.945781780778,16201.740458512972,30
2025-03-29,q43,P1_bias2h,10800.0,10319.861542842731,11336.968582243682,399.01761026077776,0.0,11735.98619250446,0.0,11735.98619250446,29321.74309003046,29729.361619125648,407.61852909518495,0.0,0.0,18493.61234461977,20845.603697968876,17317.06360679633,30
2025-03-30,q43,P1_bias2h,10319.861542842731,8477.811840532828,37228.211517841875,0.0,1019.979001360391,36208.23251648148,0.0,36208.23251648148,61161.08027489105,57428.83701659161,0.0,3732.243258299428,0.0,38.19241717477985,19488.787534188188,17443.76263477135,30
2025-03-31,q43,P1_bias2h,8477.811840532828,6135.7850430179615,35228.008958196784,6685.589309168512,1729.0721843426668,40184.52608302263,0.0,40184.52608302263,56632.968494818386,58405.15880455396,6674.862253128722,4902.671943393141,0.0,117.43804272574391,18127.133664517223,16790.802386022333,30
2025-04-01,q43,P1_bias2h,6135.7850430179615,7108.404755322219,40221.88877469568,4757.993726427079,1360.0727842936926,43619.80971682907,0.0,43619.80971682907,64887.87610489083,65420.822501958435,4799.504673310137,4266.558276242521,0.0,220.71595250691882,21662.617324794905,16671.362292010042,30
2025-04-02,q43,P1_bias2h,7108.404755322219,8440.069488836289,39944.58901524883,4886.674532770171,1217.5726190444252,43613.690928974574,0.0,43613.690928974574,65968.53567134982,66582.85594388742,4603.098542599064,3988.7782700614694,0.0,905.3811071671006,21282.321981882422,16040.182545162097,30
2025-04-03,q43,P1_bias2h,8440.069488836289,7865.260202820593,40351.026562728766,0.0,1089.3527579624706,39261.673804766295,0.0,39261.673804766295,65516.96697542058,61432.79614314092,0.0,4084.1708322796594,0.0,2166.252590332478,20633.37707134685,17230.363785205074,30
2025-04-04,q43,P1_bias2h,7865.260202820593,10565.04209074963,11985.486346975176,309.12602140515077,187.8282664516347,12106.784101928692,0.0,12106.784101928692,31903.006355940528,31701.49692103548,316.1101135050707,517.619548410117,0.0,18584.192292045285,22403.6772623898,15717.174883399604,30
2025-04-05,q43,P1_bias2h,10565.04209074963,10106.747667434505,11198.295805132904,426.347884082426,0.0,11624.64368921533,0.0,11624.64368921533,28557.14888950457,28875.072630447416,317.9237409428464,0.0,0.0,13252.551763475638,21004.58349801086,17426.17761437242,30
2025-04-06,q43,P1_bias2h,10106.747667434505,9242.584042876711,38046.846396752895,170.2873166395288,1049.6985499048403,37167.435163487586,0.0,37167.435163487586,62304.9137118961,59369.54835867133,132.8850506138978,3068.2504038386705,0.0,1750.9370364256447,20980.433250952825,17771.898195373804,30
2025-04-07,q43,P1_bias2h,9242.584042876711,7288.571506830388,34350.077831331364,1485.8136032551088,743.8002881440254,35092.09114644245,0.0,35092.09114644245,56135.574353976226,55349.377794800894,1332.8417256204352,2119.038284795776,0.0,486.05203027204254,17785.356650722148,16164.750169526635,30
2025-04-08,q43,P1_bias2h,7288.571506830388,8480.947052828074,38015.40941313757,503.47328515721716,884.9156312496348,37633.96706704515,0.0,37633.96706704515,63254.44000180285,60174.232404077266,350.74268590685836,3430.950283632444,0.0,463.8836506945567,22547.458659569078,17190.303522853035,30
2025-04-09,q43,P1_bias2h,8480.947052828074,8134.359617766839,37035.173183334206,3527.3501478422395,368.07613610692044,40194.44719506952,0.0,40194.44719506952,60642.28866467811,63685.16914854607,4134.717684322122,1091.8372004541682,0.0,956.7281139425667,20558.203734168215,16964.073716231367,30
2025-04-10,q43,P1_bias2h,8134.359617766839,7926.8088753361435,37225.46126242628,1448.8376355500955,918.5363665851156,37755.76253139126,120.83279324308454,37876.59532463434,61410.53074001729,60320.35244386881,2157.214036854046,3247.3923330025254,32.45575966776377,1680.0516107275862,23152.180847350617,18940.06215454162,30
2025-04-11,q43,P1_bias2h,7926.8088753361435,10381.908015363977,11613.12079350888,144.9820962142859,38.598914953998815,11719.503974769168,0.0,11719.503974769168,30597.27646290851,30622.9535633404,159.00435563896025,133.327255207074,0.0,19125.796181955848,20899.568361541256,14719.06114682337,30
2025-04-12,q43,P1_bias2h,10381.908015363977,10310.470294506329,11057.216408864519,220.22632495111185,92.53029991882262,11184.912433896809,0.0,11184.912433896809,28574.963946881137,28475.875582339075,202.87328749986773,301.96165204192584,0.0,15796.29544289023,19572.176516951193,15917.756927502349,30
2025-04-13,q43,P1_bias2h,10310.470294506329,9949.304565129862,35293.294554167995,201.45651250140526,106.16483074439057,35388.58623592501,0.0,35388.58623592501,57911.504928097245,57874.617640235796,180.64174087035485,217.52902873180903,0.0,85.77740123820152,20197.531116332044,16685.04936066777,30
2025-04-14,q43,P1_bias2h,9949.304565129862,7522.676752135597,34867.72224165329,424.8983620756665,1314.9720612295605,33977.6485424994,2016.3684801911625,35994.01702269057,57034.77699632772,53148.62474418584,230.11956400014833,4116.271816142018,460.22353680759244,18.713818127114678,17084.566813479814,16022.464150613487,30
2025-04-15,q43,P1_bias2h,7522.676752135597,8585.657346222632,34286.966347057016,1392.292493294021,592.9323559447141,35086.32648440632,0.0,35086.32648440632,58168.141779075304,57417.02914106706,1334.1378381438021,2085.250476152052,0.0,2331.5080643545407,20996.893203688756,16050.800960309567,30
2025-04-16,q43,P1_bias2h,8585.657346222632,6037.140440119974,34210.148156791285,4434.798661236781,889.8610102725745,37755.085807755495,0.0,37755.085807755495,55587.38743217949,57884.89536192308,4796.122097346984,2498.6141676033885,0.0,764.6506279159572,19127.989471050132,17787.336687043004,30
2025-04-17,q43,P1_bias2h,6037.140440119974,9381.979457016405,35718.087016080055,1796.3621423101595,458.02293569004087,37056.426222700175,0.0,37056.426222700175,60545.38758787227,61448.65748072353,2723.3533310660537,1820.083438214784,0.0,783.1328566318231,25193.827152025944,17396.64487793423,30
2025-04-18,q43,P1_bias2h,9381.979457016405,10462.079960384064,10689.522455113807,332.80002597382247,250.0155485820883,10772.30693250554,421.3835490009057,11193.690481506446,29019.29266982029,28705.628292552516,360.869400726437,674.5337779942124,113.5572421766118,17217.03198228924,22504.978505661376,17256.942136554822,30
2025-04-19,q43,P1_bias2h,10462.079960384064,9580.29519172004,10034.983151891885,371.5896002518639,52.41436013552838,10354.158392008221,0.0,10354.158392008221,26571.51655234869,26810.806034681293,415.475963913746,176.18648158114337,0.0,16937.27625397807,20433.983276320225,17345.132745617004,30
2025-04-20,q43,P1_bias2h,9580.29519172004,8039.932167922044,33535.800820946984,645.1115546809683,346.80945411772416,33834.102921510224,0.0,33834.102921510224,54995.603840624564,55013.16051992074,645.696972746839,628.1402934506644,0.0,616.4873880777479,20132.920894357147,17693.992645847487,30
2025-04-21,q43,P1_bias2h,8039.932167922044,7798.581004987918,34178.33700684645,63.94842262121948,1131.147447231292,33111.13798223638,0.0,33111.13798223638,57803.410371772974,53590.245672334175,57.67548562958339,4270.840185068379,0.0,1410.443669921517,20421.619293263364,16758.72767418404,30
2025-04-22,q43,P1_bias2h,7798.581004987918,9234.3190006356,34146.26861111652,2654.99437029668,679.7957341835734,36121.46724722962,0.0,36121.46724722962,56933.22664927907,57694.21159073422,3196.1568722031384,2435.171930747981,0.0,48.00637134304088,22111.114245482167,16617.83834275764,30
2025-04-23,q43,P1_bias2h,9234.3190006356,9691.732035560077,32462.281718952683,1415.7456578760862,7.551684527445612,33870.47569230132,0.0,33870.47569230132,54000.550870080755,56110.13235126707,2144.9109994433693,35.3295182570555,0.0,251.99144778608394,21297.644502012103,16839.420315197778,30
2025-04-24,q43,P1_bias2h,9691.732035560077,8791.548058322192,31928.519480676332,555.5735088648829,182.60172491087764,32301.49126463034,0.0,32301.49126463034,53319.35236924529,53014.31923062179,438.9245129364296,743.957651559928,0.0,3202.3270864509814,18589.74222992055,15867.856785749738,30
2025-04-25,q43,P1_bias2h,8791.548058322192,10625.482227419443,10505.837731762596,106.70975679201841,53.107819268531976,10559.439669286083,0.0,10559.439669286083,28593.434969524365,28531.208924347666,117.82502711704537,180.05107229374676,0.0,20796.034539406486,21496.189382913934,15761.372647972761,30
2025-04-26,q43,P1_bias2h,10625.482227419443,10093.083044842404,10252.700268200104,357.8920524839384,51.72848708208737,10558.863833601954,0.0,10558.863833601954,26484.068418756382,26750.54462108775,390.31139226335864,123.83518993199621,0.0,23349.538287346244,20052.484024881618,16721.67132447345,30
2025-04-27,q43,P1_bias2h,10093.083044842404,8015.532141727211,30492.45996968529,2053.7527307274568,107.22209409172433,32438.990606321022,57.124180510949856,32496.11478683197,50095.3289970708,51924.89444722833,2503.0099166638965,673.4444665063556,11.171255745585857,1636.7015254526968,18924.677931534578,17198.78493734668,30
2025-04-28,q43,P1_bias2h,8015.532141727211,8541.128114322573,34193.71917536773,7442.046315203552,702.5303520370502,40933.23513853423,0.0,40933.23513853423,56592.54813735833,62521.83069958343,8193.480395690878,2264.197833465779,0.0,1319.0744412060685,21619.750349341426,17038.961407630726,30
2025-04-29,q43,P1_bias2h,8541.128114322573,4907.562409160591,31131.323238341847,192.05655225559676,383.7368223251651,30939.642968272277,561.5703177088161,31501.21328598109,50757.83673880206,49948.989608246724,160.12589543091406,968.9730259862537,86.54042423636213,3049.055357713798,14860.368909202183,15307.107951099559,30
2025-04-30,q43,P1_bias2h,4907.562409160591,8690.814804969714,33648.62650296814,0.0,486.3775307450636,33162.248972223075,0.0,33162.248972223075,57447.92455203166,56148.26908954649,0.0,1299.6554624851665,0.0,205.51617781972578,22531.428011395932,14845.529533002496,30
2025-05-01,q43,P1_bias2h,8690.814804969714,7099.016012378919,33196.37678306697,2567.4073320974026,293.29299878459994,35470.49111637977,4581.438904617566,40051.93002099734,53923.12701537056,54501.341536455766,1489.4272802620653,911.2127591768552,765.6940487168131,1897.8028720908455,19949.85698112344,17592.003068041704,30
2025-05-02,q43,P1_bias2h,7099.016012378919,9867.208341242349,12629.118944288064,1564.6318229523492,7.706073830043966,14186.04469341037,1823.0704493318544,16009.115142742223,31640.107565137798,32805.09470265826,1188.3571914209817,23.37005390051567,401.9805766984698,12253.800367591646,21955.69332870876,15292.73850027701,30
2025-05-03,q43,P1_bias2h,9867.208341242349,9939.083199522769,12141.260376509792,141.43614300116715,8.006294157434015,12274.690225353525,2200.545481901848,14475.235707255371,30028.46860307851,30102.38195548774,98.86906727124571,24.95571486201365,502.63389089837995,17506.991517821036,21927.185821645828,17696.333143080745,30
2025-05-04,q43,P1_bias2h,9939.083199522769,8386.431720639184,38706.256143146704,0.0,1572.408480237415,37133.84766290929,103.86039282560873,37237.708055734896,60985.79540964182,55448.93404388205,0.0,5536.861365759767,22.02889945020536,1830.5785697018048,17384.754585749215,15479.037545452096,30
2025-05-05,q43,P1_bias2h,8386.431720639184,8963.352516995576,39165.00743427093,0.0,848.0467212573274,38316.9607130136,0.0,38316.9607130136,61576.038449857566,59647.35734784085,0.0,1928.6811020167183,0.0,7.2257492899142335,21288.92674647469,16724.801947923756,30
2025-05-06,q43,P1_bias2h,8963.352516995576,9562.302874915886,36963.364741317775,1269.6439900120795,271.10935545733116,37961.89937587253,0.0,37961.89937587253,57044.51999374166,58089.791094794076,1643.137793825407,597.8666927729969,0.0,460.17440499853177,22213.04737368742,17453.51305055854,30
2025-05-07,q43,P1_bias2h,9562.302874915886,10172.18017856867,37035.26603331363,2002.0792161087584,1.6909305378557746,39035.65431888453,0.0,39035.65431888453,57807.41004291875,59845.78871459687,2042.2392436823475,3.8605720042369285,0.0,402.9120520317533,20137.584943566355,15762.554231001235,30
2025-05-08,q43,P1_bias2h,10172.18017856867,5920.019362805754,36752.433959577145,0.0,559.1211798404739,36193.31277973667,0.0,36193.31277973667,57402.04449832424,55654.379287944044,0.0,1747.665210380203,0.0,268.9675719277287,17820.231843173387,18261.332527157072,30
