date,load_kWh,pv_kWh,positive_net_kWh,surplus_pv_kWh,price_mean,month
2025-03-23,117739.97726666667,58970.25715,64423.697049999995,5653.976933333332,0.7671784722222222,3
2025-03-24,117425.17061666667,59426.67353333333,64983.40586666667,6984.908783333333,0.7674861111111111,3
2025-03-25,118053.16781666667,57103.04310000001,65738.09268333334,4787.967966666666,0.7712756944444445,3
2025-03-26,117704.62780000002,62112.07293333332,63767.07139999999,8174.516533333334,0.7566111111111112,3
2025-03-27,117952.59836666666,59235.60896666666,64449.9248,5732.935400000001,0.7664159722222222,3
2025-03-28,71891.76726666668,61069.8865,36217.220916666665,25395.340150000004,0.5747680555555555,3
2025-03-29,72118.27746666667,64411.06828333333,36391.040733333335,28683.831550000003,0.5630868055555556,3
2025-03-30,117994.70585000001,62649.086149999996,63156.19126666667,7810.571566666668,0.7520270833333333,3
2025-03-31,117075.66561666667,60124.27613333333,62629.74600000001,5678.356516666667,0.7607041666666667,3
2025-04-01,117967.14630000001,57758.29478333334,63278.99666666667,3070.1451500000003,0.7731090277777778,4
2025-04-02,117986.62945000001,57551.29405,64232.82499999999,3797.4896000000003,0.772320138888889,4
2025-04-03,117884.4561,62020.925833333335,63767.760083333334,7904.229816666666,0.7644638888888888,4
2025-04-04,71735.75181666667,65304.94956666667,35225.74093333333,28794.93868333333,0.5595027777777778,4
2025-04-05,72602.74256666667,60558.62758333333,35634.943316666664,23590.828333333327,0.5755284722222221,4
2025-04-06,117205.43058333332,62795.354316666664,62308.395683333336,7898.319416666665,0.7556868055555556,4
2025-04-07,117015.14203333335,63772.422750000005,61239.47338333334,7996.754100000001,0.7517159722222222,4
2025-04-08,117713.29026666666,63360.09665,63275.16041666667,8921.9668,0.7519159722222222,4
2025-04-09,117677.52253333334,58543.21151666667,63209.33521666667,4075.0242,0.7662708333333333,4
2025-04-10,117668.70068333333,63208.062783333335,62629.06575,8168.42785,0.7580270833333334,4
2025-04-11,72091.99675,66775.34658333333,34977.685566666674,29661.035400000004,0.5514784722222222,4
2025-04-12,71957.17576666667,62932.015216666674,34387.49596666666,25362.33541666667,0.5638673611111111,4
2025-04-13,117283.0622,63006.70371666667,61213.74331666667,6937.3848333333335,0.7562548611111111,4
2025-04-14,117901.37268333333,65373.34088333333,60261.84811666667,7733.816316666667,0.7465972222222221,4
2025-04-15,117056.90516666666,66917.47633333334,59767.99498333334,9628.566149999999,0.738532638888889,4
2025-04-16,117924.88506666668,62145.29311666667,61259.50155000001,5479.9096,0.7623541666666667,4
2025-04-17,117487.04263333335,64618.70028333333,60428.6936,7560.35125,0.7477673611111111,4
2025-04-18,71490.16935,65136.05216666667,33809.68675,27455.56956666667,0.5594201388888889,4
2025-04-19,71905.41535000001,65120.7361,33756.508383333334,26971.829133333333,0.5579763888888889,4
2025-04-20,117197.81635000002,65240.07146666667,60224.369333333336,8266.624450000001,0.7454388888888889,4
2025-04-21,118481.63788333333,69964.7275,59067.6362,10550.725816666667,0.7339520833333333,4
2025-04-22,117811.00101666669,65658.0717,59612.31510000001,7459.385783333334,0.7509583333333334,4
2025-04-23,118030.51476666667,66630.59805000002,58967.73508333333,7567.818366666666,0.7479125,4
2025-04-24,117497.77966666665,70407.67296666668,58038.56606666667,10948.459366666668,0.7361847222222223,4
2025-04-25,71763.32119999999,69762.96355,32989.68418333334,30989.32653333333,0.5406916666666667,4
2025-04-26,72100.92436666666,72030.73073333333,33485.732866666665,33415.53923333334,0.5378048611111111,4
2025-04-27,117032.52253333332,68459.05135000001,59589.03588333334,11015.5647,0.7337826388888888,4
2025-04-28,117537.30080000001,60915.33348333333,60437.560399999995,3815.5930833333337,0.7660520833333333,4
2025-04-29,117252.75871666666,69819.545,58240.49951666667,10807.2858,0.7303826388888888,4
2025-04-30,117682.88071666665,69426.02628333333,57032.848366666665,8775.993933333333,0.7294423611111112,4
2025-05-01,120364.58391666667,69353.20511666666,62268.91393333334,11257.535133333333,0.7473263888888889,5
2025-05-02,74761.02673333335,60470.70665000001,36812.2361,22521.916016666666,0.5869513888888889,5
2025-05-03,74894.84928333333,66027.67763333333,35954.40625,27087.234600000007,0.5698243055555555,5
2025-05-04,120670.08423333334,68935.4169,60023.49866666666,8288.831333333334,0.7461284722222222,5
2025-05-05,120612.16386666667,65536.15706666667,62605.940383333334,7529.933583333334,0.7604611111111113,5
2025-05-06,121017.1901,68147.10773333334,62619.3534,9749.271033333333,0.7532361111111112,5
2025-05-07,121160.21501666667,66092.36906666667,63256.459566666665,8188.6136166666665,0.7587291666666667,5
2025-05-08,120445.47738333333,64618.96498333333,61436.52783333333,5610.015433333333,0.7616590277777777,5
2025-05-09,74253.82545,65754.4396,35550.55773333333,27051.171883333333,0.5667381944444444,5
2025-05-10,74647.98705,62526.94176666666,35635.61063333334,23514.56535,0.5753076388888889,5
2025-05-11,120743.09041666666,65259.01133333333,61357.396400000005,5873.3173166666675,0.7607819444444445,5
2025-05-12,120448.60361666667,68517.40838333334,59196.45891666666,7265.263683333334,0.7517881944444444,5
2025-05-13,120269.63160000001,67140.41883333334,60032.25418333333,6903.041416666667,0.7564458333333334,5
2025-05-14,120592.00526666669,67577.85648333334,60100.38998333333,7086.241200000001,0.747551388888889,5
2025-05-15,119598.30981666666,66833.25153333333,60761.21736666667,7996.159083333333,0.7527770833333334,5
2025-05-16,74681.34475,71965.83821666667,34564.5663,31849.05976666667,0.5453854166666666,5
2025-05-17,75274.53043333335,64825.731349999995,35508.19875,25059.399666666664,0.5734159722222222,5
2025-05-18,120687.03700000001,67010.8689,60069.27995,6393.11185,0.75068125,5
2025-05-19,120072.38798333332,72557.17143333334,58731.65725,11216.4407,0.7317597222222223,5
2025-05-20,120437.57771666668,65910.1829,59974.841283333335,5447.446466666665,0.7565819444444445,5
2025-05-21,120283.05128333333,68920.436,59960.26363333334,8597.64835,0.7458243055555555,5
2025-05-22,119729.68001666667,68913.0492,59131.75305,8315.122233333333,0.7461930555555555,5
2025-05-23,74983.38438333334,68562.43549999999,34474.98308333333,28054.034200000006,0.5569743055555555,5
2025-05-24,74693.81781666668,70939.31643333334,34373.462583333334,30618.9612,0.553204861111111,5
2025-05-25,120319.8776,71774.86741666666,58581.407483333336,10036.397299999999,0.7379618055555556,5
2025-05-26,119407.96936666667,64828.13641666667,59881.76523333334,5301.932283333333,0.7524722222222222,5
2025-05-27,120046.82734999999,70656.46005,58423.55568333333,9033.188383333334,0.7429215277777778,5
2025-05-28,119921.84721666668,67648.02311666666,59615.69503333333,7341.8709333333345,0.7512673611111111,5
2025-05-29,120439.31426666665,66329.19076666667,60704.46505,6594.34155,0.7595125,5
2025-05-30,74612.22448333334,68015.99121666668,34628.71036666667,28032.4771,0.5609930555555556,5
2025-05-31,74778.33258333334,66389.15103333333,34655.005750000004,26265.824200000003,0.5663548611111112,5
2025-06-01,128248.56003333333,57023.733733333334,71783.85753333334,559.0312333333333,0.8191805555555556,6
2025-06-02,128080.53698333334,59439.72953333333,72574.25300000001,3933.44555,0.8099458333333333,6
2025-06-03,128076.84056666668,59884.473733333325,71309.91296666667,3117.5461333333333,0.806282638888889,6
2025-06-04,128539.84358333335,58894.58276666667,71016.93364999999,1371.6728333333333,0.8136590277777778,6
2025-06-05,128455.92066666666,57306.60264999999,73034.46285,1885.144833333333,0.8220694444444444,6
2025-06-06,82747.415,51892.4196,43688.081399999995,12833.086000000001,0.6492826388888889,6
2025-06-07,83156.75975000001,52030.24658333333,42513.6582,11387.145033333334,0.6502881944444445,6
2025-06-08,128266.94665,63082.02338333334,68798.46563333333,3613.542366666666,0.7970791666666668,6
2025-06-09,128169.18798333335,57236.475249999996,72898.13276666666,1965.420033333333,0.81925625,6
2025-06-10,127414.49178333332,55796.047549999996,72991.72328333334,1373.2790499999999,0.8168180555555556,6
2025-06-11,128236.67731666665,52152.231,77108.2415,1023.7951833333331,0.8316965277777778,6
2025-06-12,127721.81298333332,55269.42155,73573.8846,1121.4931666666669,0.8219833333333333,6
2025-06-13,81889.5904,53544.27670000001,42078.504883333335,13733.191183333334,0.6400291666666666,6
2025-06-14,82253.15711666667,56059.814366666666,42171.847416666664,15978.504666666668,0.6368673611111111,6
2025-06-15,127368.88451666669,56741.910183333326,71341.95015,714.9758166666669,0.8178270833333333,6
2025-06-16,127618.63201666666,54924.5792,73880.85633333333,1186.8035166666666,0.8232416666666666,6
2025-06-17,127311.7546,52674.74338333334,75038.94765,401.9364333333333,0.8286263888888888,6
2025-06-18,126909.07891666668,55980.688016666674,71316.05611666666,387.66521666666677,0.82005,6
2025-06-19,127349.06689999999,59089.5627,71107.39088333333,2847.886683333334,0.8079104166666666,6
2025-06-20,81137.07971666666,58736.49886666667,40371.6677,17971.086850000003,0.6213069444444445,6
2025-06-21,81408.0648,62073.324400000005,40294.026450000005,20959.286050000002,0.6095256944444445,6
2025-06-22,126539.46191666667,59082.12081666667,69328.11858333333,1870.7774833333333,0.8074916666666668,6
2025-06-23,126690.87308333332,59629.587083333325,70408.85521666666,3347.569216666667,0.8048722222222222,6
2025-06-24,127112.84501666667,50844.05276666667,76438.0751,169.2828499999999,0.8405347222222221,6
2025-06-25,126310.40843333333,55872.987066666676,71238.16965000001,800.7482833333337,0.8163465277777777,6
2025-06-26,126697.44536666665,59150.061533333326,69907.7716,2360.3877666666663,0.8059743055555556,6
2025-06-27,79563.255,59791.60913333334,39671.321899999995,19899.676033333333,0.6051201388888889,6
2025-06-28,80661.57280000001,58884.64668333333,40203.927350000005,18427.001233333332,0.6229888888888888,6
2025-06-29,126384.80871666667,57117.04018333333,70513.8637,1246.095166666667,0.8118270833333334,6
2025-06-30,125947.32058333333,56069.636600000005,71110.56381666666,1232.8798333333332,0.8101881944444445,6
2025-07-01,141546.85106666666,62680.30703333332,80294.3796,1427.8355666666669,0.8907618055555555,7
2025-07-02,141198.65821666666,68293.89185,76775.89256666666,3871.1262000000006,0.8753215277777778,7
2025-07-03,141565.53863333332,61805.1197,81179.88468333334,1419.46575,0.9014361111111112,7
2025-07-04,95795.06575,66914.19828333333,49308.52366666667,20427.6562,0.6903083333333333,7
2025-07-05,95872.83489999997,67082.75493333333,49820.43659999999,21030.356633333333,0.68431875,7
2025-07-06,141244.57465,61450.5931,82083.70813333332,2289.7265833333336,0.8986708333333334,7
2025-07-07,141495.39414999998,68085.91138333334,76766.88905,3357.4062833333332,0.8773902777777778,7
2025-07-08,141285.22699999998,65713.83998333332,80694.59885,5123.211833333334,0.8836034722222222,7
2025-07-09,140590.70496666667,66531.97995000001,77753.26461666667,3694.5396,0.8791770833333333,7
2025-07-10,140463.54224999997,67609.91886666666,78148.55506666667,5294.931683333333,0.8775076388888888,7
2025-07-11,94741.08840000001,62222.31125,49467.08228333333,16948.30513333333,0.7069465277777778,7
2025-07-12,95318.37109999999,64234.12776666667,49767.1575,18682.914166666666,0.6942819444444444,7
2025-07-13,139893.36648333332,70625.64608333334,76623.76595,7356.04555,0.8542875,7
2025-07-14,141062.4234666667,69254.74425,76145.37486666667,4337.69565,0.8722152777777779,7
2025-07-15,139545.16266666667,66796.11208333333,75795.90461666667,3046.8540333333344,0.8721083333333334,7
2025-07-16,140365.26538333335,68230.70199999999,76881.3465,4746.783116666667,0.8758020833333333,7
2025-07-17,139569.15928333334,66848.74321666667,78184.85710000001,5464.441033333333,0.8748208333333334,7
2025-07-18,93698.0732,62423.825099999995,48192.44993333333,16918.201833333336,0.6942027777777777,7
2025-07-19,94564.5224,67381.70335000001,48853.698066666664,21670.879016666666,0.6802993055555555,7
2025-07-20,138750.53876666666,66660.56055,75708.25031666666,3618.2721,0.8676124999999999,7
2025-07-21,138442.81980000003,64453.07045,77551.18291666667,3561.4335666666666,0.8791791666666667,7
2025-07-22,139514.85881666667,65719.7142,77131.44821666666,3336.3035999999997,0.8751333333333333,7
2025-07-23,139450.03365,65233.48653333334,78489.76571666666,4273.218599999999,0.8755840277777778,7
2025-07-24,138902.21751666666,65285.74551666667,77244.59883333334,3628.1268333333337,0.8774458333333334,7
2025-07-25,92354.83968333334,65849.52011666667,47724.33483333333,21219.01526666667,0.67696875,7
2025-07-26,93187.68993333333,64718.598366666665,48174.37768333333,19705.286116666666,0.6880090277777778,7
2025-07-27,138110.19628333332,64425.00648333333,78473.11241666667,4787.922616666667,0.87713125,7
2025-07-28,138228.99843333333,60274.121199999994,79139.17681666666,1184.2995833333337,0.8862368055555556,7
2025-07-29,138314.74511666666,62245.49916666667,77369.4341,1300.1881500000002,0.8846277777777778,7
2025-07-30,138424.36443333334,64321.11038333334,78112.97475000001,4009.7207,0.8796965277777778,7
2025-07-31,137423.31371666666,62728.31745,77728.41961666667,3033.4233500000005,0.8814312499999999,7
2025-08-01,92719.42409999999,71468.06443333333,47030.71046666667,25779.3508,0.6663972222222222,8
2025-08-02,91562.24421666667,70635.21928333334,46717.61266666666,25790.587733333334,0.6621874999999999,8
2025-08-03,138062.48614999998,75223.00616666667,72984.17445,10144.694466666666,0.83336875,8
2025-08-04,138312.10695000002,72896.45186666667,73595.64668333333,8179.9915999999985,0.8447847222222222,8
2025-08-05,136458.49728333333,71306.18754999999,73103.0122,7950.702466666667,0.8445958333333334,8
2025-08-06,136716.0878,68601.68853333333,75122.61121666667,7008.21195,0.8577486111111111,8
2025-08-07,136850.75446666667,73462.76921666667,73620.06345,10232.078199999998,0.8411048611111112,8
2025-08-08,90703.21611666668,74928.04486666666,46340.631333333324,30565.460083333328,0.6379520833333333,8
2025-08-09,90303.83175,71381.90275000001,46709.42038333334,27787.49138333333,0.6529750000000001,8
2025-08-10,136535.44471666668,71230.82566666666,72633.95871666668,7329.339666666667,0.8486909722222223,8
2025-08-11,136422.2635166667,71861.01018333333,73727.19203333333,9165.9387,0.8396298611111112,8
2025-08-12,136637.5967,68877.05305,74024.67726666667,6264.133616666666,0.8573708333333333,8
2025-08-13,136547.99718333333,70427.01773333333,72301.00966666666,6180.030216666666,0.8531652777777778,8
2025-08-14,135936.05536666667,70009.76438333334,74261.59485,8335.303866666665,0.8501201388888889,8
2025-08-15,89968.05776666668,72808.33088333333,46882.975849999995,29723.248966666666,0.6512152777777778,8
2025-08-16,90183.53035,73254.24998333333,46733.093466666665,29803.8131,0.6473409722222221,8
2025-08-17,135369.1165,72203.72288333334,73155.96861666667,9990.574999999999,0.8399,8
2025-08-18,135710.17471666666,71316.0591,73634.20205,9240.086433333334,0.8475611111111111,8
2025-08-19,135364.48288333334,71046.82283333334,73040.2341,8722.57405,0.8429152777777777,8
2025-08-20,135048.05366666664,64397.3626,75815.91528333334,5165.2242166666665,0.866348611111111,8
2025-08-21,134971.79890000002,69127.38041666667,72411.42293333334,6567.00445,0.8472069444444443,8
2025-08-22,90531.7304,69301.16100000001,47708.84375,26478.274350000003,0.6604708333333333,8
2025-08-23,89697.14623333335,67167.14008333335,47049.408983333335,24519.40283333333,0.6591965277777778,8
2025-08-24,135068.0714,71334.48191666667,74663.79548333334,10930.206,0.8410215277777777,8
2025-08-25,134511.61375000002,63738.52673333334,75740.08533333334,4966.998316666667,0.8601569444444443,8
2025-08-26,134368.96393333332,68840.14555,74007.82576666666,8479.007383333334,0.8444180555555555,8
2025-08-27,133788.3821,65874.23323333333,75526.76941666666,7612.620550000001,0.8533875,8
2025-08-28,134543.81656666668,63776.02158333333,74880.89586666667,4113.1008833333335,0.863504861111111,8
2025-08-29,88328.33255,65773.11219999999,47596.403816666665,25041.183466666665,0.6645076388888889,8
2025-08-30,89025.08758333333,70512.36774999999,47482.19013333333,28969.470299999997,0.6546625,8
2025-08-31,133365.35983333332,66718.73675,73840.56133333333,7193.938249999999,0.846538888888889,8
2025-09-01,121263.61926666666,67689.48473333333,62315.89771666667,8741.763183333334,0.7517326388888889,9
2025-09-02,121532.82415,67475.0683,63883.95788333332,9826.202033333333,0.7539930555555555,9
2025-09-03,121433.71643333335,65885.99918333333,64367.63158333333,8819.914333333332,0.7609944444444445,9
2025-09-04,121061.17303333334,67135.60748333333,64796.140349999994,10870.5748,0.7569979166666667,9
2025-09-05,75132.98044999999,68308.71878333333,38006.96445,31182.70278333333,0.5586402777777777,9
2025-09-06,75826.37416666666,68105.29046666667,38415.467800000006,30694.3841,0.5657111111111112,9
2025-09-07,120781.00903333334,65820.02541666666,63456.20859999999,8495.224983333334,0.7593138888888888,9
2025-09-08,121400.59243333334,62005.0229,66008.27321666667,6612.703683333333,0.7735236111111111,9
2025-09-09,121082.23558333334,67979.40131666667,65065.644649999995,11962.810383333332,0.7518833333333333,9
2025-09-10,121274.78848333335,59958.78983333332,66996.85206666666,5680.853416666668,0.7818236111111112,9
2025-09-11,120746.77835,67250.69256666668,65031.3261,11535.240316666665,0.7530638888888889,9
2025-09-12,75687.22711666666,64135.57091666667,39290.65116666667,27738.994966666665,0.5750854166666666,9
2025-09-13,75063.58311666666,67056.48163333333,39228.59725,31221.495766666663,0.5665159722222222,9
2025-09-14,121237.69566666665,61138.370916666674,66457.37356666666,6358.048816666666,0.7759062499999999,9
2025-09-15,120760.02988333335,65692.99925,66492.90795000001,11425.877316666667,0.761726388888889,9
2025-09-16,121843.35746666667,62351.58748333333,66949.99543333333,7458.225450000001,0.7779465277777776,9
2025-09-17,120924.795,60964.6766,66996.25155,7036.133149999999,0.778054861111111,9
2025-09-18,120804.11636666667,61848.06525000001,66753.47768333333,7797.426566666666,0.7698256944444445,9
2025-09-19,75287.12646666665,59185.77414999999,39692.7738,23591.421483333335,0.5932520833333333,9
2025-09-20,75330.72763333333,59685.29390000001,39862.6611,24217.22736666667,0.5874611111111112,9
2025-09-21,120862.28298333334,62574.7955,65447.7218,7160.234316666668,0.7738493055555556,9
2025-09-22,121218.04173333333,60604.02185,67792.02398333333,7178.004100000001,0.7821659722222223,9
2025-09-23,121182.28133333335,59065.66574999999,68594.91105,6478.2954666666665,0.7817520833333333,9
2025-09-24,121014.19341666666,59950.968316666665,68132.78738333333,7069.562283333333,0.7761097222222222,9
2025-09-25,120546.34715,60210.89825,67927.03196666668,7591.583066666666,0.7776076388888888,9
2025-09-26,74194.35371666668,56500.110216666675,39350.18343333333,21655.939933333335,0.5928138888888889,9
2025-09-27,75945.77175,58144.4695,41168.36466666667,23367.062416666668,0.5996840277777777,9
2025-09-28,120389.61958333333,56901.99041666667,68584.17951666667,5096.55035,0.7893881944444444,9
2025-09-29,121111.41479999998,58351.523199999996,68989.65473333333,6229.763133333334,0.7877583333333333,9
2025-09-30,120916.45506666666,55494.280300000006,70865.78916666667,5443.6143999999995,0.7938243055555556,9
2025-10-01,117218.45471666666,67556.93318333334,62992.1256,13330.604066666667,0.7381555555555556,10
2025-10-02,117231.70978333334,65500.926666666666,63020.88366666667,11290.100550000001,0.7419722222222223,10
2025-10-03,71524.19113333333,63707.03743333334,36517.01085,28699.857149999996,0.5579645833333333,10
2025-10-04,72397.41483333333,59301.4324,38001.11571666667,24905.13328333333,0.5858305555555555,10
2025-10-05,117604.42089999998,62868.459833333334,64415.481016666665,9679.51995,0.752561111111111,10
2025-10-06,117896.13613333332,60163.02688333333,65456.0298,7722.92055,0.7684895833333333,10
2025-10-07,117357.17863333331,59585.615633333335,65689.18089999999,7917.6179,0.7657534722222222,10
2025-10-08,117391.06235000001,60912.56668333334,64942.01413333334,8463.518466666666,0.7606854166666666,10
2025-10-09,117432.98973333335,61673.008050000004,65581.37106666666,9821.389383333335,0.7578034722222222,10
2025-10-10,72371.53011666668,63027.919200000004,38334.00893333333,28990.39801666667,0.5595319444444445,10
2025-10-11,71790.96475,57684.65116666667,38358.93883333333,24252.62525,0.5845513888888889,10
2025-10-12,117709.38418333333,59194.4282,65679.1568,7164.200816666667,0.76634375,10
2025-10-13,117677.75383333334,60650.358533333325,65973.83906666667,8946.443766666665,0.764651388888889,10
2025-10-14,118032.22918333334,57258.3999,68004.41751666667,7230.588233333335,0.7730666666666666,10
2025-10-15,117342.48076666666,55422.457116666665,67222.8306,5302.80695,0.7760555555555556,10
2025-10-16,117733.27633333334,54766.80338333334,69379.53595,6413.063000000001,0.7822208333333331,10
