date,part,variant,initial_soc_kwh,final_soc_kwh,baseline_plan_cost_yuan,upward_adjustment_cost_yuan,downward_cancellation_refund_yuan,settled_normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_plan_kwh,final_commitment_kwh,up_kwh,down_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,scenario_count_min
2025-02-15,q42,P1_bias2h,10741.839589046147,10277.561601268242,15454.837323495523,0.0,0.0,15454.837323495523,0.0,15454.837323495523,35976.02165735409,35976.02165735409,0.0,0.0,0.0,3108.2904679069798,21081.527781301218,17493.887691854106,30
2025-02-16,q42,P1_bias2h,10277.561601268242,8914.89440536709,53990.740819400125,0.0,0.0,53990.740819400125,485.740389934159,54476.481209334284,78004.67880688111,78004.67880688111,0.0,0.0,99.27516278162359,48.778726850584235,20548.403258543138,17870.607115730974,30
2025-02-17,q42,P1_bias2h,8914.89440536709,8907.85358181331,55680.3654539208,0.0,0.0,55680.3654539208,0.0,55680.3654539208,80816.88502914865,80816.88502914865,0.0,0.0,0.0,5925.702159327668,19545.56023343534,15838.24053028103,30
2025-02-18,q42,P1_bias2h,8907.85358181331,6924.161273372636,50601.3883237071,0.0,0.0,50601.3883237071,0.0,50601.3883237071,74282.21878624888,74282.21878624888,0.0,0.0,0.0,580.5383596416365,17871.66168879223,16261.36904551831,30
2025-02-19,q42,P1_bias2h,6924.161273372636,6852.149123884396,51980.47142710956,0.0,0.0,51980.47142710956,0.0,51980.47142710956,77149.02046021294,77149.02046021294,0.0,0.0,0.0,227.55767895589975,21615.507012963793,17573.371615040083,30
2025-02-20,q42,P1_bias2h,6852.149123884396,7441.556604287514,52568.022611420776,0.0,0.0,52568.022611420776,0.0,52568.022611420776,77585.7498215681,77585.7498215681,0.0,0.0,0.0,2149.1435459343147,20594.76742072455,16151.294878424083,30
2025-02-21,q42,P1_bias2h,7441.556604287514,10671.619147315294,16127.078165795032,0.0,0.0,16127.078165795032,0.0,16127.078165795032,38703.19455273803,38703.19455273803,0.0,0.0,0.0,5672.677946386232,24016.83307522874,16546.578502210275,30
2025-02-22,q42,P1_bias2h,10671.619147315294,9994.515528917926,14808.385540047493,0.0,0.0,14808.385540047493,0.0,14808.385540047493,34820.2213274097,34820.2213274097,0.0,0.0,0.0,3600.698363514289,20969.22809010377,17594.468009541688,30
2025-02-23,q42,P1_bias2h,9994.515528917926,7868.957231855282,50065.95898475436,0.0,0.0,50065.95898475436,0.0,50065.95898475436,73455.86059399357,73455.86059399357,0.0,0.0,0.0,146.75007407473225,19422.417389167782,17645.160552582274,30
2025-02-24,q42,P1_bias2h,7868.957231855282,8485.779633424103,51004.52968120873,0.0,0.0,51004.52968120873,0.0,51004.52968120873,76137.89310276322,76137.89310276322,0.0,0.0,0.0,3163.8644941906855,22188.709634178616,17417.714642272735,30
2025-02-25,q42,P1_bias2h,8485.779633424103,9366.883079183059,50137.28288757126,0.0,0.0,50137.28288757126,0.0,50137.28288757126,76187.04033740785,76187.04033740785,0.0,0.0,0.0,5563.504079816973,21101.157489865753,16298.944465608207,30
2025-02-26,q42,P1_bias2h,9366.883079183059,6536.9683856064285,46364.739528164195,0.0,0.0,46364.739528164195,2888.3912606559807,49253.13078882018,69604.29051097862,69604.29051097862,0.0,0.0,551.5727367913798,23.97164762539728,20336.667321211797,19019.623754400523,30
2025-02-27,q42,P1_bias2h,6536.9683856064285,9760.968496751215,47881.73956016512,0.0,0.0,47881.73956016512,1448.4127884538639,49330.15234861898,75524.84663057928,75524.84663057928,0.0,0.0,278.8874701735451,896.3439363376008,26574.767707289106,18623.96174287387,30
2025-02-28,q42,P1_bias2h,9760.968496751215,10612.564624623947,14181.964879937957,0.0,0.0,14181.964879937957,53.2220613252992,14235.186941263257,34973.05455367852,34973.05455367852,0.0,0.0,10.974752309578143,6721.727166671675,22122.48460121561,17152.77601189919,30
2025-03-01,q42,P1_bias2h,10612.564624623947,10337.304419157103,14321.831977255046,0.0,0.0,14321.831977255046,0.0,14321.831977255046,34687.68643919259,34687.68643919259,0.0,0.0,0.0,7256.618029845034,21158.087689128402,17385.78521311417,30
2025-03-02,q42,P1_bias2h,10337.304419157103,7932.653748114073,45839.75929693361,0.0,0.0,45839.75929693361,23547.522778512062,69387.28207544568,69259.22031624522,69259.22031624522,0.0,0.0,4232.101634233004,0.0,17353.686777633113,16220.671893821549,30
2025-03-03,q42,P1_bias2h,7932.653748114073,6126.918287306356,50305.15136200036,0.0,0.0,50305.15136200036,875.2483248773995,51180.39968687776,75222.56187487878,75222.56187487878,0.0,0.0,175.04604583399208,797.0821887147018,22150.215859956268,19566.836761291524,30
2025-03-04,q42,P1_bias2h,6126.918287306356,10372.906661941428,50837.73263568383,0.0,0.0,50837.73263568383,0.0,50837.73263568383,78176.72397200836,78176.72397200836,0.0,0.0,0.0,335.79173243838665,25368.867205605613,16727.392899368984,30
2025-03-05,q42,P1_bias2h,10372.906661941428,10438.963383975264,48905.03172796643,0.0,0.0,48905.03172796643,0.0,48905.03172796643,74783.05914921456,74783.05914921456,0.0,0.0,0.0,4710.719038481243,20433.773917032595,16491.90582296595,30
2025-03-06,q42,P1_bias2h,10438.963383975264,10568.61309897413,46433.8977232142,0.0,0.0,46433.8977232142,0.0,46433.8977232142,72064.81087079938,72064.81087079938,0.0,0.0,0.0,1711.1451706946207,22612.24643827613,18199.234871504694,30
2025-03-07,q42,P1_bias2h,10568.61309897413,10688.135915313369,13328.88064405432,0.0,0.0,13328.88064405432,0.0,13328.88064405432,33081.40393301239,33081.40393301239,0.0,0.0,0.0,8137.5277154818305,20600.106049957485,16578.51536576025,30
2025-03-08,q42,P1_bias2h,10688.135915313369,10075.530556735468,12536.007720964179,0.0,0.0,12536.007720964179,422.5555243677919,12958.56324533197,31186.00130537143,31186.00130537143,0.0,0.0,132.4265801168313,8748.381765012613,21359.218034363665,17852.31143055468,30
2025-03-09,q42,P1_bias2h,10075.530556735468,9135.377905417557,43614.06705404326,0.0,0.0,43614.06705404326,0.0,43614.06705404326,68551.99548115021,68551.99548115021,0.0,0.0,0.0,1811.6252151931578,22384.11895864833,18977.27374269127,30
2025-03-10,q42,P1_bias2h,9135.377905417557,7664.934661182961,45551.562749983554,0.0,0.0,45551.562749983554,8404.75570485711,53956.318454840664,68927.10422561938,68927.10422561938,0.0,0.0,1426.5750463068273,0.0,19131.614430196583,16820.00660827037,30
2025-03-11,q42,P1_bias2h,7664.934661182961,8636.747483492038,43820.03591570854,0.0,0.0,43820.03591570854,2716.207304861038,46536.24322056958,68429.95406332707,68429.95406332707,0.0,0.0,554.2773215717639,102.29068962488611,21412.580816819922,16469.558921545973,30
2025-03-12,q42,P1_bias2h,8636.747483492038,7849.839171209298,44182.160317321286,0.0,0.0,44182.160317321286,0.0,44182.160317321286,68826.26908296824,68826.26908296824,0.0,0.0,0.0,3423.8965586043164,19342.396432026566,16375.558590995981,30
2025-03-13,q42,P1_bias2h,7849.839171209298,8599.667435325344,46224.31153594868,0.0,0.0,46224.31153594868,4171.35066071346,50395.66219666214,71595.47649751982,71595.47649751982,0.0,0.0,755.792767292353,84.25604101956846,21297.630365376303,16576.23515825036,30
2025-03-14,q42,P1_bias2h,8599.667435325344,10800.0,13562.53721021162,0.0,0.0,13562.53721021162,0.0,13562.53721021162,34199.30636267213,34199.30636267213,0.0,0.0,0.0,12142.491204276404,21300.472983448413,15273.083808386025,30
2025-03-15,q42,P1_bias2h,10800.0,9973.372363645014,12515.405217119871,0.0,0.0,12515.405217119871,485.9510057391165,13001.356222858987,30840.551991227763,30840.551991227763,0.0,0.0,161.93830694707202,6632.8506765769125,22049.89128588113,18604.376814283205,30
2025-03-16,q42,P1_bias2h,9973.372363645014,9977.20929808194,43516.35710992923,0.0,0.0,43516.35710992923,0.0,43516.35710992923,68733.00299539103,68733.00299539103,0.0,0.0,0.0,925.823051516621,23435.1566818308,18979.023671289717,30
2025-03-17,q42,P1_bias2h,9977.20929808194,8185.617072148723,40704.2034032878,0.0,0.0,40704.2034032878,0.0,40704.2034032878,64941.216438811454,64941.216438811454,0.0,0.0,0.0,5213.916653375633,18324.217660223036,16455.04930812055,30
2025-03-18,q42,P1_bias2h,8185.617072148723,10337.716978046086,44802.325627829836,0.0,0.0,44802.325627829836,0.0,44802.325627829836,71416.06285834243,71416.06285834243,0.0,0.0,0.0,3939.4832808276433,23230.164713371058,16879.543502522934,30
2025-03-19,q42,P1_bias2h,10337.716978046086,7126.6116922876,37928.4188534268,0.0,0.0,37928.4188534268,1224.600703214052,39153.01955664086,60169.205220218486,60169.205220218486,0.0,0.0,245.22801771892844,173.63745468814628,19291.158370694255,18515.83303744498,30
2025-03-20,q42,P1_bias2h,7126.6116922876,7798.361604791204,42122.135789181215,0.0,0.0,42122.135789181215,1584.3561763126133,43706.49196549383,66951.43383678928,66951.43383678928,0.0,0.0,274.6672399150212,199.6203920282686,22173.389193453284,17355.870325443917,30
2025-03-21,q42,P1_bias2h,7798.361604791204,10800.0,13366.34875729828,0.0,0.0,13366.34875729828,0.0,13366.34875729828,34282.64105215756,34282.64105215756,0.0,0.0,0.0,14809.851967397504,24936.05269687096,17496.72812877757,30
2025-03-22,q42,P1_bias2h,10800.0,10531.196210941784,12365.944392779587,0.0,0.0,12365.944392779587,0.0,12365.944392779587,30534.481284738828,30534.481284738828,0.0,0.0,0.0,10932.329274069818,20857.240460463538,17136.288183127865,30
2025-03-23,q42,P1_bias2h,10531.196210941784,8594.357483703196,40087.39660445151,0.0,0.0,40087.39660445151,0.0,40087.39660445151,64512.990332142814,64512.990332142814,0.0,0.0,0.0,3761.3720398967876,19605.54226365305,17623.644088073685,30
2025-03-24,q42,P1_bias2h,8594.357483703196,9345.39028012041,40742.32301941428,0.0,0.0,40742.32301941428,0.0,40742.32301941428,66285.31226934094,66285.31226934094,0.0,0.0,0.0,3307.666226366221,22648.5233835048,17669.3744238634,30
2025-03-25,q42,P1_bias2h,9345.39028012041,8090.797660313406,41543.9577043795,0.0,0.0,41543.9577043795,0.0,41543.9577043795,66457.47468035787,66457.47468035787,0.0,0.0,0.0,2866.3407556506922,19842.855609825398,17201.846401784875,30
2025-03-26,q42,P1_bias2h,8090.797660313406,10056.428340827912,40493.27785143416,0.0,0.0,40493.27785143416,0.0,40493.27785143416,66258.37763099062,66258.37763099062,0.0,0.0,0.0,4339.44844531389,23985.824771300136,17659.450452290053,30
2025-03-27,q42,P1_bias2h,10056.428340827912,8926.59111999277,39373.596812257616,0.0,0.0,39373.596812257616,0.0,39373.596812257616,63840.26250221186,63840.26250221186,0.0,0.0,0.0,2219.3075797683123,20635.889585237786,17731.924062794238,30
2025-03-28,q42,P1_bias2h,8926.59111999277,10800.0,12537.96035357835,0.0,0.0,12537.96035357835,0.0,12537.96035357835,32276.73961475212,32276.73961475212,0.0,0.0,0.0,15529.624459989995,22311.402084678717,16386.167696583252,30
2025-03-29,q42,P1_bias2h,10800.0,10163.446172157288,11336.968582243682,0.0,0.0,11336.968582243682,1077.000628133168,12413.96921037685,29321.74309003046,29321.74309003046,0.0,0.0,246.43672497696014,18493.61234461977,20738.193326909255,17370.835039854937,30
2025-03-30,q42,P1_bias2h,10163.446172157288,9172.783571841199,37290.03034823389,0.0,0.0,37290.03034823389,0.0,37290.03034823389,61334.87513120821,61334.87513120821,0.0,0.0,0.0,3138.3051723494336,19697.613679701353,16846.66342084258,30
2025-03-31,q42,P1_bias2h,9172.783571841199,5848.076671315538,34894.681960944625,0.0,0.0,34894.681960944625,5592.2734806151875,40486.95544155981,55861.14185639131,55861.14185639131,0.0,0.0,1201.4483964098185,85.24208005563855,15885.236315185572,15859.277625773411,30
2025-04-01,q42,P1_bias2h,5848.076671315538,6961.064503613081,40337.86689641265,0.0,0.0,40337.86689641265,1305.8223756461416,41643.68927205879,65146.81363942301,65146.81363942301,0.0,0.0,204.61557943013395,0.0,21794.150805887846,16651.573103701365,30
2025-04-02,q42,P1_bias2h,6961.064503613081,8711.546602894348,40013.65885102226,0.0,0.0,40013.65885102226,3304.3656377939196,43318.024488816176,66132.24706213776,66132.24706213776,0.0,0.0,627.8334817192405,404.77556858461656,22865.977294311793,16946.007719039408,30
2025-04-03,q42,P1_bias2h,8711.546602894348,8180.919169536348,40228.54404693953,0.0,0.0,40228.54404693953,0.0,40228.54404693953,65220.779282760195,65220.779282760195,0.0,0.0,0.0,6043.182905437245,19955.951582518348,16641.88547186206,30
2025-04-04,q42,P1_bias2h,8180.919169536348,10800.0,11888.298107713063,0.0,0.0,11888.298107713063,0.0,11888.298107713063,31618.91328589635,31618.91328589635,0.0,0.0,0.0,18580.244810299806,22372.070937785564,15764.204712189023,30
2025-04-05,q42,P1_bias2h,10800.0,9891.751036593345,11129.66680466741,0.0,0.0,11129.66680466741,468.6270635547543,11598.293868222163,28345.380004181163,28345.380004181163,0.0,0.0,119.75789089028387,13259.256481203884,20943.107882106444,17781.341451572218,30
2025-04-06,q42,P1_bias2h,9891.751036593345,9932.19000231579,38139.73246676003,0.0,0.0,38139.73246676003,0.0,38139.73246676003,62521.1214072357,62521.1214072357,0.0,0.0,0.0,4207.772793706154,20351.985672172068,16448.713325309174,30
2025-04-07,q42,P1_bias2h,9932.19000231579,7303.801261778109,34103.29419357289,0.0,0.0,34103.29419357289,0.0,34103.29419357289,55489.84734465966,55489.84734465966,0.0,0.0,0.0,1279.1378928228153,17544.94755256544,16576.95738406192,30
2025-04-08,q42,P1_bias2h,7303.801261778109,8327.748414088263,38007.89945175335,0.0,0.0,38007.89945175335,319.21728473363703,38327.11673648699,63237.518051860934,63237.518051860934,0.0,0.0,61.19733799858902,3768.4369336876343,22397.53896013733,17220.4541206321,30
2025-04-09,q42,P1_bias2h,8327.748414088263,7733.7603346234855,37102.92102579915,0.0,0.0,37102.92102579915,8084.88489924281,45187.80592504196,60812.50937438902,60812.50937438902,0.0,0.0,1396.4004894075615,18.07276457552632,18900.607126698436,15844.081044144035,30
2025-04-10,q42,P1_bias2h,7733.7603346234855,8395.888981943383,37397.807976240845,0.0,0.0,37397.807976240845,0.0,37397.807976240845,61855.64105462102,61855.64105462102,0.0,0.0,0.0,2312.04393663348,23616.0180810507,18533.05886306316,30
2025-04-11,q42,P1_bias2h,8395.888981943383,10449.463819940764,11459.424171802431,0.0,0.0,11459.424171802431,0.0,11459.424171802431,30173.47610395585,30173.47610395585,0.0,0.0,0.0,19019.24498763428,20996.650502406657,15159.069552751744,30
2025-04-12,q42,P1_bias2h,10449.463819940764,10353.403589050808,11036.720653313969,0.0,0.0,11036.720653313969,0.0,11036.720653313969,28514.16372276203,28514.16372276203,0.0,0.0,0.0,15846.812276416773,19624.447916559016,15982.257020213763,30
2025-04-13,q42,P1_bias2h,10353.403589050808,9979.709987707816,35274.55803509583,0.0,0.0,35274.55803509583,0.0,35274.55803509583,57872.86496300722,57872.86496300722,0.0,0.0,0.0,100.49366421135122,20170.195035111763,16674.18221964922,30
2025-04-14,q42,P1_bias2h,9979.709987707816,8066.669069989087,34853.75315189815,0.0,0.0,34853.75315189815,0.0,34853.75315189815,57001.79733645528,57001.79733645528,0.0,0.0,0.0,2775.8196528345625,17998.33005035566,16300.38416673494,30
2025-04-15,q42,P1_bias2h,8066.669069989087,8498.767709197755,34026.95074009231,0.0,0.0,34026.95074009231,1648.9883003704394,35675.93904046275,57563.724991219024,57563.724991219024,0.0,0.0,281.4477771155831,3442.7095970045752,20390.239803731085,16127.205465734382,30
2025-04-16,q42,P1_bias2h,8498.767709197755,5963.204574281328,34243.66213560965,0.0,0.0,34243.66213560965,6496.800712770027,40740.46284837968,55665.58810550188,55665.58810550188,0.0,0.0,1191.6700958783986,0.0,17682.489856868786,16604.82360548851,30
2025-04-17,q42,P1_bias2h,5963.204574281328,9342.941116106347,35758.29169690387,0.0,0.0,35758.29169690387,1037.5386265615955,36795.83032346547,60627.5385499152,60627.5385499152,0.0,0.0,163.67488292699454,170.64896296157178,24791.8906959901,17039.66857610947,30
2025-04-18,q42,P1_bias2h,9342.941116106347,10800.0,10702.827892846182,0.0,0.0,10702.827892846182,177.3062417142215,10880.134134560403,29054.427176639343,29054.427176639343,0.0,0.0,58.75931788375195,17132.96649725155,22709.20957070487,17083.106756766654,30
2025-04-19,q42,P1_bias2h,10800.0,9470.395293035346,9899.114179510183,0.0,0.0,9899.114179510183,0.0,9899.114179510183,26183.28033945404,26183.28033945404,0.0,0.0,0.0,16757.45568995705,20198.89281981671,17557.74742031972,30
2025-04-20,q42,P1_bias2h,9470.395293035346,8493.019817488754,33591.251425383336,0.0,0.0,33591.251425383336,0.0,33591.251425383336,55117.71483916311,55117.71483916311,0.0,0.0,0.0,180.28643275583204,20312.218163504636,17332.534640430684,30
2025-04-21,q42,P1_bias2h,8493.019817488754,8138.791768527634,33967.05075358349,0.0,0.0,33967.05075358349,0.0,33967.05075358349,57300.29562096574,57300.29562096574,0.0,0.0,0.0,5331.603412458231,19845.195101258916,16393.413276084735,30
2025-04-22,q42,P1_bias2h,8138.791768527634,8942.718487914115,33973.29033845454,0.0,0.0,33973.29033845454,1335.0219290836658,35308.31226753821,56555.214689790504,56555.214689790504,0.0,0.0,352.95427554723494,10.794003564380773,21162.69261925715,16418.24697415046,30
2025-04-23,q42,P1_bias2h,8942.718487914115,9274.875949541909,32593.91140648606,0.0,0.0,32593.91140648606,6580.938320396266,39174.84972688233,54287.66786149096,54287.66786149096,0.0,0.0,1123.6106115749367,0.0,19539.052847022234,15527.691090623,30
2025-04-24,q42,P1_bias2h,9274.875949541909,8811.999524240659,32145.88677086336,0.0,0.0,32145.88677086336,0.0,32145.88677086336,53782.52579815436,53782.52579815436,0.0,0.0,0.0,3487.6320769218837,19059.87265265056,15855.085631418075,30
2025-04-25,q42,P1_bias2h,8811.999524240659,10611.917913696923,10499.60903330247,0.0,0.0,10499.60903330247,0.0,10499.60903330247,28575.028650197746,28575.028650197746,0.0,0.0,0.0,20868.523491784967,21506.426094221762,15800.27858580899,30
2025-04-26,q42,P1_bias2h,10611.917913696923,9986.504142157617,10256.38826945812,0.0,0.0,10256.38826945812,170.42435804602118,10426.812627504141,26496.276301106653,26496.276301106653,0.0,0.0,43.673230103284936,23224.10781867114,20044.844597846535,16799.196518641074,30
2025-04-27,q42,P1_bias2h,9986.504142157617,7846.959490271903,30541.35600181701,0.0,0.0,30541.35600181701,2670.7810287277007,33212.13703054471,50213.75000005389,50213.75000005389,0.0,0.0,491.2756102987066,388.9079943192017,19306.508523143228,17563.86209044316,30
2025-04-28,q42,P1_bias2h,7846.959490271903,8291.061073340059,34261.04952576165,0.0,0.0,34261.04952576165,22124.36626777276,56385.41579353441,56747.26139013027,56747.26139013027,0.0,0.0,3595.5781066548034,0.0,17479.898712405593,13759.026532287193,30
2025-04-29,q42,P1_bias2h,8291.061073340059,5134.7036729692445,31226.80119375939,0.0,0.0,31226.80119375939,0.0,31226.80119375939,50985.91337436095,50985.91337436095,0.0,0.0,0.0,3567.5482265893215,14873.01627073001,14887.864839625045,30
2025-04-30,q42,P1_bias2h,5134.7036729692445,8843.314776417768,33539.313524305915,0.0,0.0,33539.313524305915,0.0,33539.313524305915,57199.84737414158,57199.84737414158,0.0,0.0,0.0,1370.0728344307613,22290.369017230594,14717.448910853114,30
2025-05-01,q42,P1_bias2h,8843.314776417768,7099.016012378919,33135.12211953543,0.0,0.0,33135.12211953543,11480.78212720992,44615.904246745355,53785.87704106731,53785.87704106731,0.0,0.0,1856.2855249764996,2377.9873728024177,20119.290951980824,17866.494558739425,30
2025-05-02,q42,P1_bias2h,7099.016012378919,9867.208341242349,12629.118944288064,0.0,0.0,12629.118944288064,7397.843866929766,20026.96281121783,31640.107565137798,31640.107565137798,0.0,0.0,1560.3833327802813,12253.800367591646,21921.038689557954,15264.668242564856,30
2025-05-03,q42,P1_bias2h,9867.208341242349,9939.083199522769,12141.260376509792,0.0,0.0,12141.260376509792,2543.6019066976705,14684.862283207462,30028.46860307851,30028.46860307851,0.0,0.0,575.8540617544428,17506.991517821036,21923.537497681784,17693.378000669865,30
2025-05-04,q42,P1_bias2h,9939.083199522769,9055.543684887023,38706.256143146704,0.0,0.0,38706.256143146704,39.8257449499998,38746.081888096705,60985.79540964182,60985.79540964182,0.0,0.0,5.99694999999997,6752.831387369469,17365.680011111515,14861.386372172505,30
2025-05-05,q42,P1_bias2h,9055.543684887023,9764.72415659758,38837.47000132571,0.0,0.0,38837.47000132571,0.0,38837.47000132571,60838.52292317515,60838.52292317515,0.0,0.0,0.0,1206.293337603944,20620.84400543006,16064.621219858847,30
2025-05-06,q42,P1_bias2h,9764.72415659758,9645.855983872943,36541.20352610308,0.0,0.0,36541.20352610308,3356.9025343261287,39898.106060429214,56157.89494318508,56157.89494318508,0.0,0.0,642.5511844124024,37.314992599351626,21052.790125177078,17159.74135684561,30
2025-05-07,q42,P1_bias2h,9645.855983872943,9344.543282219032,36992.115494376696,0.0,0.0,36992.115494376696,3529.2709487466827,40521.38644312338,57714.57325518869,57714.57325518869,0.0,0.0,670.4146453737164,16.746197202412873,18797.774657097456,15497.378903737455,30
2025-05-08,q42,P1_bias2h,9344.543282219032,6521.033340628478,37192.008097914455,0.0,0.0,37192.008097914455,0.0,37192.008097914455,58321.64104982384,58321.64104982384,0.0,0.0,0.0,1418.297241138105,19042.054505880227,17965.223097194485,30
2025-05-09,q42,P1_bias2h,6521.033340628478,10156.406920844853,12920.349897640748,0.0,0.0,12920.349897640748,1531.3496461615655,14451.699543802313,32234.73385531739,32234.73385531739,0.0,0.0,310.0033337371281,16525.7881093178,22356.457934431503,14836.894704694778,30
2025-05-10,q42,P1_bias2h,10156.406920844853,9925.190878893076,12630.51044562436,0.0,0.0,12630.51044562436,0.0,12630.51044562436,29170.415439932305,29170.415439932305,0.0,0.0,0.0,13504.927648760819,19750.194450498693,16205.751942660543,30
2025-05-11,q42,P1_bias2h,9925.190878893076,4282.925240164771,35978.96469367102,0.0,0.0,35978.96469367102,41.21617915222669,36020.18087282324,54833.55543663185,54833.55543663185,0.0,0.0,6.18768640627934,2165.3422005722346,11938.74165256862,14748.41981343606,30
2025-05-12,q42,P1_bias2h,4282.925240164771,8449.982870841633,38642.8615199225,0.0,0.0,38642.8615199225,0.0,38642.8615199225,62077.51826660687,62077.51826660687,0.0,0.0,0.0,2217.541782022132,21991.733598117033,14062.952346865623,30
2025-05-13,q42,P1_bias2h,8449.982870841633,5897.002474647118,36429.876803477026,0.0,0.0,36429.876803477026,0.0,36429.876803477026,57472.954248709924,57472.954248709924,0.0,0.0,0.0,3529.2100070124206,16380.07279792579,15565.541322894953,30
2025-05-14,q42,P1_bias2h,5897.002474647118,7269.722192944147,37023.21896177679,0.0,0.0,37023.21896177679,0.0,37023.21896177679,59417.59683803005,59417.59683803005,0.0,0.0,0.0,1467.587993867788,19475.85428611373,14539.994225284798,30
2025-05-15,q42,P1_bias2h,7269.722192944147,6253.53485365598,35952.05222688459,0.0,0.0,35952.05222688459,0.0,35952.05222688459,55576.335473768515,55576.335473768515,0.0,0.0,0.0,398.8918634666421,17510.283854357323,15097.898527388781,30
2025-05-16,q42,P1_bias2h,6253.53485365598,10612.987605960056,13304.92559991837,0.0,0.0,13304.92559991837,0.0,13304.92559991837,32158.74063975407,32158.74063975407,0.0,0.0,0.0,21427.951312990597,21535.65955977088,13520.376766340742,30
2025-05-17,q42,P1_bias2h,10612.987605960056,9840.212596689578,12348.36002202387,0.0,0.0,12348.36002202387,4.224702047385371,12352.584724071256,28465.881578236913,28465.881578236913,0.0,0.0,0.8304082648423332,14708.500784790685,21078.4717195851,17769.059601207362,30
2025-05-18,q42,P1_bias2h,9840.212596689578,5085.871229466065,35521.87708540211,0.0,0.0,35521.87708540211,0.0,35521.87708540211,54748.90371218108,54748.90371218108,0.0,0.0,0.0,2859.8388499289927,13114.75785659605,14901.861094343958,30
